"","id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3","Plot"
"2168",2168,"tt0120663","Eyes Wide Shut","1999",7.3,"222476","R","159 min","Drama|Mystery|Thriller","tt0106918","tt0093058","tt0081505","A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
"2169",2169,"tt0139414","Lake Placid","1999",5.6,"41526","R","82 min","Horror|Thriller","tt0091223","tt0082418","tt0083972","Three people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine."
"2170",2170,"tt0120878","The Velocity of Gary","1998",5.1,"1535","R","100 min","Comedy|Romance","tt0118163","tt0285879","tt0095690","Valentino is an Ex Adult film star very much in love with his girlfriend Mary Carmen....and boyfriend Gary. Things take a tragic turn when Valentino is rushed to the hospital after ..."
"2171",2171,"tt0087332","Ghostbusters","1984",7.8,"255934","PG","105 min","Action|Comedy|Sci-Fi","tt0097428","tt0083131","tt0079540","Three former parapsychology professors set up shop as a unique ghost removal service."
"2172",2172,"tt0097428","Ghostbusters II","1989",6.5,"132187","PG","108 min","Comedy|Fantasy|Sci-Fi","tt0087332","tt0083131","tt0079540","The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business."
"2173",2173,"tt0157503","Drop Dead Gorgeous","1999",6.5,"26834","PG-13","97 min","Comedy","tt0120692","tt0144168","tt0204946","A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win."
"2174",2174,"tt0171363","The Haunting","1999",4.9,"57124","PG-13","113 min","Horror|Thriller","tt0325703","tt0117998","tt0120179","When Eleanor, Theo, and Luke decide to take part in a sleep study at a huge mansion they get more than they bargained for when Dr. Marrow tells them of the house's ghostly past."
"2175",2175,"tt0141369","Inspector Gadget","1999",4.1,"35598","PG","78 min","Action|Adventure|Children|Comedy","tt0101615","tt0116151","tt0110478","A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer."
"2176",2176,"tt0162710","Trick","1999",7.2,"6790","R","89 min","Comedy|Romance","tt0110064","tt0099800","tt0280720","The misadventures of two young gay men, trying to find a place to be alone, one night in Manhattan."
"2177",2177,"tt0149261","Deep Blue Sea","1999",5.8,"96865","R","105 min","Action|Horror|Sci-Fi|Thriller","tt0106582","tt0116908","tt0099423","Searching for a cure to Alzheimer's disease a group of scientists on an isolated research facility become the bait as a trio of intelligent sharks fight back."
"2178",2178,"tt0132347","Mystery Men","1999",6,"53038","PG-13","121 min","Action|Comedy|Fantasy","tt0120789","tt0103893","tt0093560","A group of inept amateur superheroes must try to save the day when a supervillian threatens to destroy a major superhero and the city."
"2179",2179,"tt0163187","Runaway Bride","1999",5.5,"72148","PG","116 min","Comedy|Romance","tt0100405","tt0091653","tt0087265","A reporter is assigned to write a story about a woman who has left a string of fiances at the altar."
"2180",2180,"tt0162830","Twin Falls Idaho","1999",7.3,"3462","R","111 min","Drama","tt0322659","tt0469263","tt0321442","Francis and Blake Falls are conjoined twins who live in a neat little room in a rundown hotel. While sharing some organs, Blake is always fit and Francis is very sickly. Into their world ..."
"2181",2181,"tt0049406","The Killing","1956",8.1,"61016","APPROVED","85 min","Crime|Film-Noir","tt0048254","tt0050825","tt0066921","Crooks plan and execute a daring race-track robbery."
"2182",2182,"tt0048254","Killer's Kiss","1955",6.7,"15205","UNRATED","67 min","Crime|Film-Noir","tt0049406","tt0066921","tt0056193","Ready to catch a train to his hometown, a washed up boxer tells us about the strange and twisty events that happened to him the past couple of days."
"2183",2183,"tt0054331","Spartacus","1960",7.9,"96080","PG-13","197 min","Action|Drama|Romance|War","tt0050825","tt0072684","tt0066921","The slave Spartacus leads a violent revolt against the decadent Roman Republic."
"2184",2184,"tt0056193","Lolita","1962",7.7,"65643","NOT RATED","152 min","Drama|Romance","tt0066921","tt0049406","tt0048254","A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet."
"2185",2185,"tt0072684","Barry Lyndon","1975",8.1,"98559","PG","184 min","Drama|Romance|War","tt0066921","tt0054331","tt0112384","An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England."
"2186",2186,"tt0053198","The 400 Blows","1959",8.1,"68077","NOT RATED","99 min","Crime|Drama","tt0054389","tt0055032","tt0062695","Moving story of a young boy who, left without attention, delves into a life of petty crime."
"2187",2187,"tt0055032","Jules and Jim","1962",7.9,"26716","NOT RATED","105 min","Drama|Romance","tt0053198","tt0082370","tt0070460","Decades of a love triangle concerning two friends and an impulsive woman."
"2188",2188,"tt0096378","Vibes","1988",5.5,"2661","PG","99 min","Adventure|Comedy|Romance","tt0116151","tt0118691","tt0403508","Psychics hired to find lost temple..."
"2189",2189,"tt0091557","The Mosquito Coast","1986",6.6,"21377","PG","117 min","Adventure|Drama|Thriller","tt0082432","tt0106881","tt0097165","An eccentric and dogmatic inventor sells his house and takes his family to Central America to build a utopia in the middle of the jungle. Conflicts with his family, a local preacher and ..."
"2190",2190,"tt0091129","The Golden Child","1986",5.9,"38638","PG-13","94 min","Action|Adventure|Comedy|Fantasy|Mystery","tt0107362","tt0111094","tt0297181","A private detective specializing in missing children is charged with the task of finding a special child who dark forces want to eliminate."
"2191",2191,"tt0090774","Brighton Beach Memoirs","1986",6.9,"2538","PG-13","108 min","Comedy","tt0061385","tt0063374","tt0098627","Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He lives with his parents, his aunt, two cousins, and his brother, Stanley, whom he looks up to ..."
"2192",2192,"tt0092585","Assassination","1987",5,"1968","PG-13","88 min","Action|Drama|Thriller","tt0064757","tt0082247","tt0082250","Jay Killion (Charles Bronson) had been the presidential bodyguard, but for the inauguration of the recently elected president, he is assigned to the first lady, Lara Royce (Jill Ireland). ..."
"2193",2193,"tt0090886","Crimes of the Heart","1986",6.4,"2764","PG-13","105 min","Comedy|Drama","tt0097239","tt0092580","tt0116827","Three sisters with quite different personalities and lives reunite when the youngest of them, Babe, has just shot her husband. The oldest sister, Lenny, takes care of their grandfather and ..."
"2194",2194,"tt0088939","The Color Purple","1985",7.8,"59267","PG-13","154 min","Drama","tt0212720","tt0264464","tt0362227","A black Southern woman (Whoopi Goldberg) struggles to find her identity after suffering years of abuse from her father and others over 40 years."
"2195",2195,"tt0091637","No Mercy","1986",5.6,"4982","R","106 min","Action|Crime|Thriller","tt0117381","tt0116275","tt0103772","An unconventional undercover Chicago cop and his partner are recruited to commit the murder of a New Orleans criminal kingpin."
"2196",2196,"tt0091530","The Mission","1986",7.5,"43216","PG","125 min","Drama","tt0087553","tt0097336","tt0112384","18th century Spanish Jesuits try to protect a remote South American Indian tribe in danger of falling under the rule of pro-slavery Portugal."
"2197",2197,"tt0091419","Little Shop of Horrors","1986",6.9,"47991","PG-13","94 min","Comedy|Horror|Musical","tt0327162","tt0119360","tt0131325","A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed."
"2198",2198,"tt0054033","The Little Shop of Horrors","1960",6.3,"12329","UNRATED","72 min","Comedy|Horror","tt0057449","tt0049370","tt0055304","A clumsy young man nurtures a plant and discovers that it's carnivorous, forcing him to kill to feed it."
"2199",2199,"tt0092534","Allan Quatermain and the Lost City of Gold","1986",4.3,"6903","PG","99 min","Action|Adventure|Comedy","tt0078869","tt0089421","tt0072281","Allan Quatermain once again teams up with Jesse Huston where the discovery of a mysterious old gold piece sends Quatermain looking for his long-lost brother, missing in the wilds of Africa after seeking a lost white race."
"2200",2200,"tt0091554","The Morning After","1986",6,"4490","R","103 min","Drama|Mystery","tt0107057","tt0119783","tt0120683","A woman wakes up next to a murdered man. Did she do it herself, and if not, is she in danger herself?"
"2201",2201,"tt0093818","Radio Days","1987",7.6,"23581","PG","88 min","Comedy|Drama","tt0107507","tt0070707","tt0075686","A nostalgic look at radio's golden age focusing on one ordinary family and the various performers in the medium."
"2202",2202,"tt0093690","Outrageous Fortune","1987",6,"5521","R","99 min","Comedy|Mystery","tt0118577","tt0098282","tt0087635","Lauren and Sandy are total opposites who end up in the same acting class and who don't know they are sharing a lover. When he disappears under mysterious circumstances they refuse to ..."
"2203",2203,"tt0092627","The Bedroom Window","1987",6.4,"3239","R","112 min","Thriller","tt0119488","tt0099091","tt0104389","Terry is having an affair with his boss' wife Sylvia. One night after an office party they are together and Sylvia witnesses an attack on Denise from Terry's bedroom window. She doesn't ..."
"2204",2204,"tt0083967","Frances","1982",7.4,"5195","R","140 min","Drama","tt0114702","tt0117791","tt0120788","The story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted."
"2205",2205,"tt0089816","Plenty","1985",6.2,"2025","R","121 min","Drama","tt0108149","tt0094924","tt0100530","A young Englishwoman spends 20 years to make whatever kind of life for herself at the expense of others around her in post-World War 2 England."
"2206",2206,"tt0144168","Dick","1999",6.1,"15880","PG-13","94 min","Comedy","tt0314786","tt0111418","tt1104733","Story of two girls who wander away from a White House tour and meet President Nixon."
"2207",2207,"tt0129111","The Gambler","1997",6.4,"288","R","97 min","Drama","tt0114272","tt0117002","tt0114702","Russian author Fyodor Dostoyevsky must write a novel in 27 days in a deal to pay off his gambling debts, and feverishly dictates the novel 'The Gambler'."
"2208",2208,"tt0129167","The Iron Giant","1999",8,"124960","PG","86 min","Adventure|Animation|Children|Drama|Sci-Fi","tt0317705","tt1964418","tt1229238","A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy."
"2209",2209,"tt0167404","The Sixth Sense","1999",8.1,"685291","PG-13","107 min","Drama|Horror|Mystery","tt0217869","tt0286106","tt0368447","A boy who communicates with spirits that don't know they're dead seeks the help of a disheartened child psychologist."
"2210",2210,"tt0155267","The Thomas Crown Affair","1999",6.8,"71744","R","113 min","Action|Mystery","tt0112864","tt0095016","tt0264395","A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective."
"2211",2211,"tt0063688","The Thomas Crown Affair","1968",7,"16174","R","102 min","Crime|Drama|Romance|Thriller","tt0078718","tt0102609","tt0061811","A debonair, adventuresome bank executive believes he has pulled off the perfect multi-million dollar heist, only to match wits with a sexy insurance investigator who will do anything to get her man."
"2212",2212,"tt0122515","The Acid House","1998",6.3,"5776","UNRATED","111 min","Comedy|Drama","tt0210065","tt0258816","tt0324554","Three twisted tales of abuse, drugs, displaced personalities and insect life by Scottish writer Irving Welsh."
"2213",2213,"tt0168449","The Adventures of Sebastian Cole","1998",6.9,"1685","R","99 min","Comedy|Drama","tt0348593","tt0116985","tt0242508","In June, 1983, in Dutchess County, New York, Sebastian Cole joins his mother, step-father, and sister for dinner. Hank, Sebastian's step-father, drops a bomb: he announces he's changing ..."
